bonjour | bonjour ! je suis votre assistant virtuel pour le reglement academique du mastere de l'universite du burundi. comment puis-je vous aider aujourd'hui ? | bonjour salutation assistant aide | salutations | n/a
qu'est-ce que l'evaluation formative ? | l'evaluation formative ou continue consiste a identifier le niveau de progression des apprenants, leurs erreurs ou insuffisances, les lacunes eventuelles au niveau de l'enseignement ou de l'apprentissage en vue d'adopter les moyens appropries de correction. elle se fait au cours d'un apprentissage, durant le deroulement d'un ecue donne. | evaluation formative continue progression apprenants erreurs insuffisances lacunes correction apprentissage ecue | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce que l'evaluation sommative ? | l'evaluation sommative ou examen est l'evaluation qui se realise a la fin d'un enseignement et qui consiste a faire un releve des apprentissages realises apres un ecue ou un cycle de formation pour arriver a une prise de decision comme l'admission a un stage, l'avancement de classe, l'octroi d'un certificat ou diplome, le redoublement ou l'exclusion. | evaluation sommative examen fin d'enseignement releve apprentissages ecue cycle de formation admission avancement certificat diplome redoublement exclusion | questions_specifiques | section 1, chapitre i - definitions
que sont les examens en controle continu ? | les examens en controle continu sont des examens organises pendant le semestre, au fur et a mesure que les cours se terminent. | examens controle continu semestre cours se terminent | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un jury ? | un jury est une instance academique chargee de l'evaluation des competences et de leur certification, ainsi que de l'organisation des epreuves correspondantes. | jury instance academique evaluation competences certification epreuves | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'une mention ? | une mention est une appreciation par un jury de la qualite des travaux d'un etudiant lorsqu'il lui confere un grade academique, ou sanctionne la reussite d'une annee d'etudes. | mention appreciation jury qualite travaux etudiant grade academique reussite annee d'etudes | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un travail dirige (td) ? | un travail dirige (td) est un travail effectue par les etudiants sous la surveillance et le guidage d'un enseignant (exercices ou devoirs faits en classe). il lui est affecte un certain nombre de credits. | travail dirige td surveillance guidage enseignant exercices devoirs classe credits | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un travail pratique (tp) ? | un travail pratique (tp) est un travail effectue par les etudiants en application de theories, de connaissances ou de techniques apprises (travaux de laboratoire, fabrication d'objets). il lui est affecte aussi un certain nombre de credits. | travail pratique tp application theories connaissances techniques laboratoire fabrication credits | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un travail de recherche (tr) ? | un travail de recherche (tr) est un travail donne aux etudiants et qui doit repondre aux criteres et aux protocoles d'une recherche scientifique. il peut etre effectue individuellement ou en groupes. il lui est affecte un certain nombre de credits. | travail de recherche tr criteres protocoles recherche scientifique individuellement groupes credits | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce que la valorisation des credits ? | la valorisation des credits est un processus d'evaluation et de reconnaissance des savoirs et competences d'un candidat pour etre admis dans une ue, un cycle d'etudes. | valorisation des credits processus evaluation reconnaissance savoirs competences candidat ue cycle d'etudes | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un titre academique ? | un titre academique est un titre dont la collation ne confere pas de grade academique au sens de la loi. | titre academique collation grade academique loi | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un certificat ? | un certificat/titre certifie est un document qui permet a son titulaire de certifier les competences, aptitudes et connaissances necessaires a l'exercice d'un metier ou d'une activite correspondant a un domaine professionnel. | certificat titre certifie document titulaire competences aptitudes connaissances metier activite domaine professionnel | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce que la certification ? | la certification peut etre definie comme l'operation qui authentifie les competences et savoir-faire d'un individu par rapport a une norme formalisee. elle se concretise par un document qui a une valeur juridique. | certification operation authentifie competences savoir-faire individu norme formalisee document valeur juridique | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un cours magistral ? | un cours magistral est un expose theorique d'un cours. il est complete en general par des travaux pratiques, travaux diriges, travaux de recherche, travaux de terrain, stages. | cours magistral expose theorique cours travaux pratiques travaux diriges travaux de recherche travaux de terrain stages | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'une branche ? | une branche est une subdivision d'un domaine/filiere d'enseignement. | branche subdivision domaine filiere enseignement | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'une specialite ? | une specialite est une partie d'une branche pouvant elle-meme donner lieu a des options. la specialite est mentionnee sur les diplomes. | specialite partie branche options mentionnee diplomes | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce que le doctorat ? | le doctorat est un grade academique confere a l'issue d'un parcours de formation de troisieme cycle apres obtention de cent quatre-vingts credits et soutenance d'un travail de recherche approfondi, mene en trois ans au sein d'une ecole doctorale. la formation est accessible aux titulaires du mastere de recherche. | doctorat grade academique troisieme cycle 180 credits soutenance travail de recherche trois ans ecole doctorale mastere de recherche | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un diplome d'etat ? | un diplome d'etat est un diplome delivre a la fin des etudes secondaires apres l'obtention du diplome de fin des humanites generales, pedagogiques ou techniques et passation de l'examen d'etat dans les conditions determinees par decret. | diplome d'etat etudes secondaires humanites generales pedagogiques techniques examen d'etat decret | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un diplome ? | un diplome est un document attestant de la reussite au controle des aptitudes et des connaissances organise a l'issue d'un cycle de formation. les conditions de delivrance des diplomes sont fixees par la loi et ses textes d'application. | diplome document reussite controle aptitudes connaissances cycle de formation loi textes d'application | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un grade academique ? | un grade academique est un titre correspondant au niveau atteint a l'interieur d'un cursus de formation et atteste par un diplome. il existe trois grades academiques : le baccalaureat, le mastere et le doctorat. | grade academique titre niveau cursus de formation diplome baccalaureat mastere doctorat | questions_specifiques | section 1, chapitre i - definitions
qu'est-ce qu'un concours d'admission ? | un concours d'admission est un examen selectif organise par chaque filiere a l'endroit des candidats au mastere. | concours d'admission examen selectif filiere candidats mastere | questions_specifiques | section 1, chapitre i - definitions
comment faire une demande de reintegration ? | la demande de reintegration est adressee au directeur des services academiques au moins un mois avant le debut de l'annee academique ou du semestre de reintegration conformement a l'ordonnance ministerielle portant fixation du calendrier academique avec copie au doyen concerne. | reintegration directeur des services academiques un mois annee academique semestre ordonnance ministerielle calendrier academique doyen | reintegration | article 23, chapitre ii - reintegration
qui fixe le calendrier academique ? | au debut de chaque annee academique, un calendrier des activites academiques est fixe par ordonnance du ministre ayant l'enseignement superieur dans ses attributions sur proposition du conseil d'administration. | calendrier academique annee academique ordonnance ministre enseignement superieur conseil d'administration | calendrier | article 26, chapitre iii - organisation des enseignements
comment sont elabores les programmes de formation ? | les offres de formation sont elaborees par les facultes et instituts, adoptees par le conseil d'administration et approuvees par le ministre ayant l'enseignement superieur dans ses attributions qui les rend officiels par ordonnance ministerielle. | programmes de formation offres de formation facultes instituts conseil d'administration ministre enseignement superieur ordonnance ministerielle | programmes | article 30, chapitre iii - organisation des enseignements
qui etablit les horaires des enseignements ? | les horaires des enseignements sont confectionnes et affiches par le responsable du mastere au debut de chaque semestre. une copie est reservee a la direction des services academiques, au doyen et au president du conseil scientifique. | horaires enseignements responsable du mastere semestre direction des services academiques doyen president du conseil scientifique | horaires | article 34, chapitre iii - organisation des enseignements
comment est suivi l'avancement des enseignements ? | le conseil scientifique est tenu de proceder regulierement a l'evaluation de l'etat d'avancement des enseignements organises durant le semestre en cours. des rapports precis doivent etre etablis et transmis par le president du conseil scientifique au doyen avec copie au directeur des services academiques au debut de chaque mois. | suivi avancement enseignements conseil scientifique evaluation rapports president doyen directeur des services academiques chaque mois | suivi | articles 35-36, chapitre iii - organisation des enseignements
peut-on prolonger un semestre ? | la decision de prolongation d'un semestre est prise par le conseil d'administration sur demande dument motivee du recteur. cette prolongation est exceptionnelle et est decidee en cas de force majeure. | prolongation semestre conseil d'administration recteur exceptionnelle force majeure | prolongation | article 37, chapitre iii - organisation des enseignements
qu'est-ce que la recusation d'un enseignant ? | aucun enseignant ne peut prendre part a l'examen de son conjoint, d'un parent jusqu'au quatrieme degre inclus ou d'un allie jusqu'au deuxieme degre. un enseignant peut egalement proposer sa recusation volontaire s'il estime que son impartialite pourrait etre mise en doute. un etudiant peut aussi demander la recusation d'un membre du jury. | recusation enseignant conjoint parent quatrieme degre allie deuxieme degre impartialite etudiant membre du jury | recusation | articles 50-51, chapitre iii - evaluations
combien de temps sont conservees les copies d'examen ? | les copies sont conservees pendant deux ans. dans le cas d'un examen ecrit, le questionnaire, la grille de correction ainsi que les copies corrigees sont transmis sous pli ferme et confidentiel au secretaire du jury au plus tard trois jours avant la deliberation. | copies conservees deux ans examen ecrit questionnaire grille de correction pli ferme confidentiel secretaire du jury trois jours deliberation | copies | article 56, chapitre iii - evaluations
peut-on consulter ses copies d'examen ? | oui, les etudiants qui le souhaitent peuvent consulter leurs copies aupres du secretaire du jury apres l'affichage des resultats suivant un horaire fixe par ce dernier. | consulter copies etudiants secretaire du jury affichage resultats horaire | consultation | article 57, chapitre iii - evaluations
comment faire un recours sur les resultats ? | les recours concernant les resultats a l'issue d'un semestre ou des examens de 2eme session sont introduits par lettre adressee au president du jury dans les deux jours ouvrables suivant l'affichage des resultats. une copie est adressee au doyen et au directeur des services academiques. les recours sont examines et tranches par le jury dans une periode n'excedant pas 5 jours ouvrables. | recours resultats semestre 2eme session lettre president du jury deux jours ouvrables affichage doyen directeur des services academiques 5 jours ouvrables | recours | article 57, chapitre iii - evaluations
comment sont convoques les membres du jury ? | le president du jury est tenu de convoquer les membres du jury au moins 48 heures avant la seance de deliberation par invitation personnelle et par voie d'affichage. la lettre d'invitation precise la date, l'heure, le lieu de deliberation. | convocation membres du jury president du jury 48 heures deliberation invitation personnelle affichage date heure lieu | convocation | article 63, chapitre iv - deliberation
quel est le quorum pour un jury ? | un jury ne peut sieger valablement que s'il reunit 2/3 des enseignants a temps plein intervenant dans la classe concernee. | quorum jury 2/3 enseignants temps plein classe | quorum | article 65, chapitre iv - deliberation
comment vote un jury ? | le jury statue a la majorite absolue des membres presents. tout membre du jury a droit a une voix. l'abstention et les procurations ne sont pas autorisees. en cas de parite des voix, la proposition favorable au candidat est adoptee. les votes du jury sont secrets. | vote jury majorite absolue membres presents une voix abstention procurations parite proposition favorable votes secrets | vote | article 67, chapitre iv - deliberation
que se passe-t-il si les copies d'examen sont perdues ? | en cas d'impossibilite absolue de retrouver les notes ou les copies d'examen d'un etudiant ou de toute une classe, le doyen, sur avis du jury, prend des mesures d'urgence. il decide notamment de faire proceder a une nouvelle evaluation ou prendre toute autre mesure jugee pertinente. | copies perdues impossibilite notes copies d'examen etudiant classe doyen jury mesures d'urgence nouvelle evaluation | copies_perdues | article 68, chapitre iv - deliberation
qu'est-ce que la premiere session ? | l'ensemble des resultats des evaluations effectuees au cours des 2 semestres d'une annee academique constituent ceux de la 1ere session. | premiere session resultats evaluations 2 semestres annee academique | sessions | article 69, chapitre iv - deliberation
quelles sont les decisions possibles en premiere session ? | a l'issue de la premiere session, les decisions sont : reussi (r) - pourcentage global ≥ 50% avec toutes les ue validees ; ajourne (a) - des ue a valider en deuxieme session ; assimile aux ajournes (aa) - n'a pas pu presenter tous les examens avec motif valable ; ajourne totalement (at) - n'a valide aucune ue ; exclu pour fraude (ef) ; exclu pour sanction (es). | decisions premiere session reussi 50% ue validees ajourne deuxieme session assimile aux ajournes motif valable ajourne totalement exclu pour fraude exclu pour sanction | decisions_deliberation | article 76, chapitre iv - deliberation
quelles sont les decisions possibles en deuxieme session ? | a l'issue de la deuxieme session, les decisions sont : reussi (r) - pourcentage global ≥ 50% avec toutes les ue validees ; admis avec ue a valider (aue) - pourcentage ≥ 50% avec au plus deux ue non validees ; non reussi (nr) - pourcentage < 50% ou plus de deux ue non validees ; assimile aux ajournes (aa) ; exclu (e) - note < 45% ou nombre de redoublements depasse ; exclu pour l'annee academique suivante (ea) ; exclu pour fraude (ef) ; exclu par sanction (es). | decisions deuxieme session reussi 50% admis avec ue a valider deux ue non reussi exclu 45% redoublements annee academique fraude sanction | decisions_deliberation | article 77, chapitre iv - deliberation
qui signe les proces-verbaux de deliberation ? | les proces-verbaux de deliberation sont obligatoirement signes par tous les membres du jury presents a la deliberation et consignes par le secretaire du jury dans des registres speciaux. ces registres sont conserves au decanat et peuvent etre consultes a tout moment par toute autorite competente. | proces-verbaux deliberation signes membres du jury secretaire du jury registres speciaux decanat autorite competente | proces_verbal | article 80, chapitre iv - deliberation
les membres du jury sont-ils tenus au secret ? | oui, les membres du jury sont tenus au secret des deliberations sous peine de sanctions administratives prevues dans le statut du personnel enseignant. | membres du jury secret deliberations sanctions administratives statut personnel enseignant | secret | article 82, chapitre iv - proclamation des resultats
comment sont transmis les resultats ? | les doyens de facultes ou d'instituts transmettent a la direction des services academiques au plus tard dix jours ouvrables apres la proclamation, les grilles des resultats detailles de tous les etudiants. ces grilles sont remplies par le secretaire du jury et signees conjointement par ce dernier et le president du jury. | transmission resultats doyens facultes instituts direction des services academiques dix jours ouvrables proclamation grilles secretaire du jury president du jury | transmission_resultats | article 83, chapitre iv - proclamation des resultats
quand deposer le memoire corrige ? | un delai d'un mois est accorde au candidat pour effectuer les corrections recommandees par le jury. les membres du jury signent conjointement une attestation de correction du memoire avant son depot a la bibliotheque centrale de l'universite du burundi. une attestation de depot du memoire corrige est delivree par la bibliotheque centrale. | depot memoire corrige un mois corrections jury attestation de correction bibliotheque centrale universite du burundi attestation de depot | depot_memoire | articles 100, 104, chapitre v - soutenance et diplomes
que se passe-t-il en cas de conflit dans le jury ? | en cas de desaccord entre les membres du jury au cours de l'evaluation ou pour tout autre conflit, le secretaire du jury dresse un proces-verbal signe par tous les membres du jury. ce proces-verbal doit etre soumis au conseil scientifique pour decision, dans les huit jours suivant la date de defense du memoire. la decision dudit conseil est prise apres consultation des deux parties en conflit et elle est sans appel. | conflit jury desaccord evaluation secretaire du jury proces-verbal conseil scientifique huit jours defense memoire sans appel | conflit_jury | article 102, chapitre v - soutenance
que se passe-t-il si on decouvre un plagiat avant la soutenance ? | si avant la soutenance, un membre du jury constate un cas avere de plagiat, il en informe le president du jury qui convoque une reunion de tous les membres du jury pour statuer. si le cas est confirme, l'etudiant est sanctionne par l'exclusion definitive. | plagiat soutenance membre du jury cas avere president du jury reunion statuer confirme exclusion definitive | plagiat_memoire | article 103, chapitre v - soutenance
qu'est-ce qu'une attestation tenant lieu de diplome ? | les attestations de reussite ou tenant lieu de diplome sont delivrees par le directeur des services academiques sur demande de l'interesse. elles doivent etre accompagnees d'une annexe descriptive, appelee 'supplement a l'attestation', qui precise les coordonnees civiles et academiques, les connaissances et competences acquises, et les bulletins de transcription. ces attestations ont la validite d'une annee. | attestation tenant lieu de diplome directeur des services academiques demande annexe descriptive supplement coordonnees connaissances competences bulletins validite une annee | attestation | article 108, chapitre v - diplomes
qui signe le diplome de mastere ? | le diplome portera la signature du president du jury, du doyen de la faculte/institut, du recteur de l'universite et du porteur. | signature diplome president du jury doyen faculte institut recteur universite porteur | signature_diplome | article 109, chapitre v - diplomes
ou sont conserves les diplomes ? | les diplomes dument remplis et signes sont conserves a la direction des services academiques jusqu'a leur retrait par les titulaires. | conservation diplomes direction des services academiques retrait titulaires | conservation_diplomes | article 110, chapitre v - diplomes
que se passe-t-il en cas de fraude dans le dossier d'inscription ? | toute fraude constatee dans un dossier d'inscription (fausses declarations sur l'identite et sur le parcours scolaire, faux diplomes, faux papiers) est sanctionnee par le refus definitif d'inscription dans toutes les facultes et instituts de l'universite du burundi. le recteur est tenu de saisir les instances judiciaires habilitees. | fraude dossier d'inscription fausses declarations identite parcours scolaire faux diplomes faux papiers refus definitif facultes instituts recteur instances judiciaires | fraude_inscription | article 113, chapitre vi - inscription au role
quand peut-on annuler l'inscription d'un etudiant ? | l'annulation de l'inscription d'un etudiant peut intervenir a tout moment de l'annee en cas de non-respect des conditions d'inscription ou de manquement grave aux reglements regissant la communaute estudiantine. cette annulation est prononcee par le recteur de l'universite sur avis du conseil rectoral. | annulation inscription tout moment non-respect conditions d'inscription manquement grave reglements communaute estudiantine recteur conseil rectoral | annulation_inscription | article 114, chapitre vi - inscription au role
peut-on suspendre ses cours ? | aucun etudiant ne peut suspendre ses cours sans en aviser par ecrit le doyen de la faculte ou de l'institut. le doyen en informera le directeur des services academiques. en cas de manquement a cette disposition, l'etudiant sera exclu de l'universite pour l'annee academique en cours et/ou suivante, sauf s'il presente des justifications jugees valables. en cas de recidive, il est definitivement exclu. | suspension cours aviser ecrit doyen faculte institut directeur des services academiques manquement exclu annee academique justifications recidive definitivement exclu | suspension_cours | article 115, chapitre vi - inscription au role
quelle est la procedure en cas de fraude aux examens ? | l'examinateur ou le surveillant ayant constate le delit doit etablir un proces-verbal dans les deux jours ouvrables et l'adresser au president du conseil scientifique avec copie a l'interesse, au doyen, au directeur des services academiques et au recteur. l'interesse peut presenter par ecrit ses moyens de defense dans les deux jours. le president convoque le jury qui confirme ou infirme la fraude. | procedure fraude examens examinateur surveillant proces-verbal deux jours ouvrables president du conseil scientifique moyens de defense jury | procedure_fraude | article 117, chapitre vi - fraude aux examens
merci | de rien ! je suis la pour vous aider avec toutes vos questions sur le reglement du mastere. n'hesitez pas si vous avez besoin d'autres informations ! | merci de rien aider questions reglement mastere informations | questions_basiques | n/a
je ne comprends pas | pas de probleme ! pouvez-vous me preciser quel point du reglement vous pose difficulte ? je peux vous expliquer plus simplement ou vous donner des exemples concrets. | ne comprends pas probleme preciser reglement difficulte expliquer exemples | questions_basiques | n/a
pouvez-vous m'aider ? | bien sur ! je suis la pour vous aider avec toutes les questions concernant le reglement academique du mastere de l'universite du burundi. que souhaitez-vous savoir exactement ? | pouvez-vous m'aider bien sur questions reglement academique mastere universite du burundi | questions_basiques | n/a
ou puis-je trouver plus d'informations ? | vous pouvez vous adresser a la direction des services academiques de l'universite du burundi, au doyen de votre faculte/institut, ou au president du conseil scientifique de votre filiere pour des informations complementaires. | plus d'informations direction des services academiques universite du burundi doyen faculte institut president du conseil scientifique filiere | questions_basiques | n/a
c'est complique | je comprends que le reglement puisse paraitre complexe. n'hesitez pas a me poser des questions specifiques sur les points qui vous preoccupent, je vous expliquerai de maniere plus simple et claire. | complique comprends reglement complexe questions specifiques preoccupent simple claire | questions_basiques | n/a
quand a ete adopte ce reglement ? | ce reglement academique du cycle de mastere de l'universite du burundi a ete adopte en 2017 et entre en vigueur depuis la rentree academique 2017-2018. | adopte reglement academique cycle de mastere universite du burundi 2017 vigueur rentree academique 2017-2018 | questions_generales | article 2, decision du president du conseil d'administration
qui a signe ce reglement ? | ce reglement a ete signe par le president du conseil d'administration de l'universite du burundi, onesphore baroreraho, apres deliberation du conseil d'administration et sur proposition du recteur. | signe president du conseil d'administration universite du burundi onesphore baroreraho deliberation conseil d'administration recteur | questions_generales | decision du president du conseil d'administration
sur quoi se base ce reglement ? | ce reglement se base sur plusieurs lois et decrets burundais, notamment la loi n°1/014 du 7 juillet 1999 sur la collation des grades academiques, la loi n°1/22 du 30 decembre 2011 sur la reorganisation de l'enseignement superieur, et plusieurs decrets de 2012 et 2015 sur l'organisation universitaire. | base reglement lois decrets burundais collation grades academiques reorganisation enseignement superieur organisation universitaire | questions_generales | preambule de la decision
que couvre ce reglement ? | ce reglement couvre les categories d'etudiants, les conditions d'admission et modalites d'inscription, l'organisation des enseignements, les conditions d'evaluation, les normes regissant les travaux de fin d'etudes, les modalites de deliberation et proclamation des resultats, ainsi que le regime disciplinaire en vigueur. | couvre reglement categories d'etudiants conditions d'admission modalites d'inscription organisation enseignements conditions d'evaluation travaux de fin d'etudes deliberation proclamation regime disciplinaire | questions_generales | article 1, chapitre i - champ d'application
a qui s'applique ce reglement ? | ce reglement s'applique a tous les etudiants inscrits au cycle de mastere de l'universite du burundi, qu'ils soient etudiants reguliers, a temps partiel ou auditeurs libres, ainsi qu'aux enseignants et personnels administratifs impliques dans la formation. | s'applique reglement etudiants cycle de mastere universite du burundi etudiants reguliers temps partiel auditeurs libres enseignants personnels administratifs | questions_generales | article 1, chapitre i - champ d'application
combien d'absences sont autorisees ? | un element constitutif d'unite d'enseignement est considere comme n'ayant pas ete regulierement suivi si l'etudiant totalise un nombre d'absences injustifiees egal au tiers du volume horaire presentiel. | absences autorisees element constitutif unite d'enseignement regulierement suivi absences injustifiees tiers volume horaire presentiel | questions_pratiques | article 41, chapitre iii - admissibilite
que se passe-t-il si je ne fais pas un travail ? | l'enseignant n'accorde pas de note a tout travail non fait. l'unite d'enseignement y relative n'est pas validee. dans ce cas, l'etudiant est mis en situation de redoublement. cette unite d'enseignement ne sera validee qu'apres avoir fait les travaux concernes l'annee suivante. | travail non fait enseignant note unite d'enseignement validee redoublement annee suivante | questions_pratiques | article 43, chapitre iii - admissibilite
puis-je etre refuse aux examens ? | oui, le refus a un etudiant de participer aux evaluations est decide par le jury conseil scientifique sur argumentation ecrite de l'enseignant concerne. la decision est notifiee a l'interesse par ecrit et par voie d'affichage 10 jours au moins avant la date fixee pour l'examen. l'etudiant peut introduire un recours. | refuse examens jury conseil scientifique argumentation ecrite enseignant notifiee affichage 10 jours recours | questions_pratiques | article 45, chapitre iii - admissibilite
comment sont organises les horaires d'examens ? | le doyen fixe, en concertation avec le conseil scientifique, l'horaire des examens et en transmet une copie au directeur des services academiques. l'horaire des examens est porte a la connaissance des etudiants par voie d'affichage. les examens se deroulent a la faculte/institut ou dans un autre endroit designe par le doyen. | horaires d'examens doyen conseil scientifique directeur des services academiques affichage etudiants faculte institut | questions_pratiques | article 48, chapitre iii - deroulement des evaluations
peut-on modifier l'horaire des examens ? | oui, toute modification de l'horaire des examens doit etre justifiee et notifiee aussitot au directeur des services academiques et portee a la connaissance des etudiants concernes dans la meme journee. la modification ne peut pas reduire l'intervalle de temps anterieurement fixe entre les dates de passation des examens. | modifier horaire examens justifiee notifiee directeur des services academiques etudiants meme journee intervalle de temps | questions_pratiques | article 49, chapitre iii - deroulement des evaluations
un enseignant peut-il examiner un membre de sa famille ? | non, aucun enseignant ne peut prendre part a l'examen de son conjoint, d'un parent jusqu'au quatrieme degre inclus ou d'un allie jusqu'au deuxieme degre. tout enseignant dans cette situation doit se recuser. | enseignant examiner famille conjoint parent quatrieme degre allie deuxieme degre recuser | questions_pratiques | article 50, chapitre iii - deroulement des evaluations
qui doit effectuer l'evaluation ? | tout enseignant qui, au cours d'un semestre ou d'une annee academique, a regulierement participe a la formation des etudiants, est tenu d'effectuer lui-meme l'evaluation des activites de formation dont il etait responsable. | effectuer evaluation enseignant semestre annee academique participe formation etudiants responsable | questions_pratiques | article 52, chapitre iii - deroulement des evaluations
y a-t-il des evaluations continues ? | oui, il doit etre organise des evaluations continues (interrogations, devoirs, autres travaux donnes aux etudiants) et leurs notes sont comptabilisees dans les resultats du semestre. | evaluations continues interrogations devoirs travaux etudiants notes comptabilisees resultats semestre | questions_pratiques | article 53, chapitre iii - deroulement des evaluations
sur combien sont notees les evaluations ? | les etudiants passent les evaluations par ecrit et/ou oralement. les evaluations sont notees sur un maximum de 20. le nombre de credits pour chaque type d'evaluation est determine dans l'offre de formation. | notees evaluations ecrit oralement maximum de 20 credits type d'evaluation offre de formation | questions_pratiques | article 55, chapitre iii - deroulement des evaluations
quand sont remises les copies corrigees ? | dans le cas d'un examen ecrit, le questionnaire, la grille de correction ainsi que les copies corrigees sont transmis sous pli ferme et confidentiel au secretaire du jury au plus tard trois jours avant la deliberation. ce delai est egalement requis pour la remise des resultats dans le cas d'un examen oral. | copies corrigees examen ecrit questionnaire grille de correction pli ferme confidentiel secretaire du jury trois jours deliberation examen oral | questions_pratiques | article 56, chapitre iii - deroulement des evaluations
quand ont lieu les examens de deuxieme session ? | les dates d'ouverture et de cloture de la deuxieme session sont prevues dans le calendrier academique. elles sont susceptibles de modification en cas de besoin par le conseil d'administration sur demande du recteur. a la fin des 2 semestres, 30 jours calendriers sont consacres aux evaluations de la 2eme session. | examens deuxieme session dates ouverture cloture calendrier academique modification conseil d'administration recteur 30 jours | questions_pratiques | articles 25, 58, chapitre iii
comment sont nommes les jurys ? | sur proposition du doyen de faculte/institut, le conseil de faculte/institut constitue les jurys pour chaque annee academique. il en nomme les presidents, les secretaires ainsi que leurs suppleants et les transmet au recteur ou son delegue pour nomination. la decision est rendue publique des le debut des enseignements du 1er semestre. | nommes jurys doyen conseil de faculte annee academique presidents secretaires suppleants recteur delegue publique 1er semestre | questions_pratiques | article 59, chapitre iii - jurys d'examens
qui peut faire partie d'un jury ? | les jurys sont composes de membres du personnel enseignant qui participent effectivement a la formation des etudiants. | jury membres personnel enseignant participent effectivement formation etudiants | questions_pratiques | article 60, chapitre iii - jurys d'examens
combien de temps pour les corrections apres soutenance ? | un delai d'un mois est accorde au candidat pour effectuer les corrections recommandees par le jury apres la soutenance du memoire. | temps corrections soutenance un mois candidat jury memoire | questions_pratiques | article 100, chapitre v - soutenance
combien de credits pour le memoire ? | les credits comptant pour le memoire de mastere sont determines dans l'offre de formation de chaque filiere. | credits memoire mastere determines offre de formation filiere | questions_pratiques | article 101, chapitre v - soutenance
que faire si je ne peux pas soutenir en premiere session ? | l'etudiant n'ayant pas pu defendre son memoire en premiere session peut le faire avant la fin de la deuxieme session. passe ce delai, l'etudiant est en situation de redoublement. dans les limites autorisees, l'etudiant peut defendre son memoire au cours de l'annee de redoublement. | soutenir premiere session defendre memoire deuxieme session redoublement annee de redoublement | questions_pratiques | article 99, chapitre v - soutenance
puis-je changer de directeur de memoire ? | en cas de desaccord notoire entre l'etudiant et son directeur, l'une des parties dresse et transmet sans delais un rapport motive au conseil scientifique qui decide de la suite a y reserver. | changer directeur de memoire desaccord etudiant directeur rapport motive conseil scientifique | questions_pratiques | article 92, chapitre v - direction des travaux
qui peut diriger mon memoire ? | la direction d'un memoire de mastere est assuree par un professeur qui a le grade de docteur. elle est assuree par un ou deux professeur(s) a temps plein. a titre exceptionnel, le conseil scientifique peut autoriser la direction par une personne etrangere a l'universite en collaboration avec un codirecteur du corps enseignant a temps plein. | diriger memoire professeur grade de docteur temps plein conseil scientifique personne etrangere codirecteur | questions_pratiques | articles 88-89, chapitre v - direction des travaux
quand choisir le sujet de memoire ? | les etudiants doivent avoir introduit leurs sujets de memoire, en collaboration avec leurs directeurs, un mois avant la fin du deuxieme semestre de la premiere annee de mastere. les sujets doivent etre approuves par le conseil scientifique avant la fin du second semestre de la premiere annee. | choisir sujet de memoire introduit directeurs un mois deuxieme semestre premiere annee approuves conseil scientifique | questions_pratiques | articles 86-87, chapitre v - choix du sujet
combien d'exemplaires du memoire deposer ? | l'etudiant depose son memoire en autant d'exemplaires qu'il y a de membres du jury au secretariat de la faculte ou de l'institut 20 jours au moins avant la date de la soutenance. | exemplaires memoire deposer membres du jury secretariat faculte institut 20 jours soutenance | questions_pratiques | article 94, chapitre v - direction des travaux
faut-il une autorisation pour deposer le memoire ? | oui, la reception des exemplaires du memoire est subordonnee a la presentation d'une autorisation de depot signee par son directeur. | autorisation deposer memoire reception exemplaires autorisation de depot signee directeur | questions_pratiques | article 94, chapitre v - direction des travaux
combien de membres dans un jury de soutenance ? | le jury de soutenance est compose d'au moins trois membres ou quatre dans le cas ou le memoire est dirige par un directeur et un co-directeur. deux membres au moins doivent faire partie du corps enseignant a temps plein. la presidence et le secretariat ne peuvent etre confies ni au directeur ni au co-directeur. | membres jury de soutenance trois membres quatre directeur co-directeur corps enseignant temps plein presidence secretariat | questions_pratiques | article 96, chapitre v - soutenance
quand est annoncee la soutenance ? | la date, l'heure et le lieu de la soutenance ainsi que la composition du jury doivent etre rendus publics huit jours au moins avant la date de soutenance. | annoncee soutenance date heure lieu composition du jury publics huit jours | questions_pratiques | article 97, chapitre v - soutenance
